,Unnamed: 0,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,minimum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,place,south
7737,3117,47242384,2015-10-23,"Florence, Tuscany, Italy",within an hour,93%,100%,f,7.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",t,t,5,5,0,0,1,1.0,1.0,1125.0,1.0,10,1125.0,1125.0,t,19,49,79,348,214,31,0,2016-09-16,2021-11-14,4.66,4.64,4.76,4.67,4.68,4.95,4.65,3.35,Toscana,0
46290,24405,192044175,2018-05-28,IT,within an hour,100%,100%,t,1.0,['phone'],t,f,1,1,0,0,2,2.0,2.0,1125.0,2.0,28,1125.0,1125.0,t,23,53,83,354,60,31,0,2018-10-04,2021-11-10,4.95,4.95,4.88,4.97,4.98,4.98,4.95,1.52,Sicily,0
53318,34978,140763954,2017-07-16,"Mazara del Vallo, Sicily, Italy",within an hour,100%,73%,f,1.0,"['email', 'phone', 'facebook']",t,t,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,29,59,89,116,5,5,0,2021-05-02,2021-08-02,5.0,5.0,5.0,5.0,5.0,4.6,5.0,0.62,Sicily,0
23509,12457,40838842,2015-08-08,IT,within an hour,100%,43%,f,0.0,"['email', 'phone']",t,f,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,0,0,0,168,6,5,0,2020-08-05,2021-08-27,4.67,4.67,5.0,4.5,5.0,4.5,4.83,0.36,Milan,0
26002,16283,194027128,2018-06-07,"Milan, Lombardy, Italy",within a few hours,90%,90%,f,0.0,"['email', 'phone']",t,f,1,1,0,0,1,1.0,1.0,1125.0,1.0,15,1125.0,1125.0,t,0,12,42,317,3,3,0,2021-10-22,2021-11-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.64,Milan,0
90306,3498,178963743,2018-03-17,"London, England, United Kingdom",within an hour,93%,98%,f,4.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,4,4,0,0,3,3.0,3.0,1125.0,3.0,60,1125.0,1125.0,t,7,36,51,51,88,42,4,2018-04-16,2021-12-28,4.68,4.64,4.81,4.57,4.59,4.97,4.72,1.94,Venice,0
59621,90,1629739,2012-01-20,"Martina Franca, Puglia, Italy",within an hour,100%,100%,f,9.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,6,3,2,0,3,3.0,3.0,1125.0,3.0,30,1125.0,1125.0,t,0,0,0,212,61,11,0,2013-09-29,2021-10-10,4.84,4.87,4.93,4.88,4.77,4.82,4.73,0.61,Puglia,0
69389,11981,138953606,2017-07-06,"Alliste, Puglia, Italy",within an hour,100%,100%,f,4.0,"['email', 'phone']",t,t,5,1,4,0,2,2.0,5.0,28.0,2.2,28,1125.0,969.7,t,26,56,86,339,1,0,0,2019-09-08,2019-09-08,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0.04,Puglia,0
101322,8921,67594256,2016-04-17,"Rome, Lazio, Italy",within an hour,100%,100%,f,3.0,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,2,2,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,0,58,0,0,2017-02-24,2018-09-22,4.4,4.6,4.72,4.82,4.7,4.91,4.5,0.99,Rome,0
117234,5211,259576199,2019-05-03,"Naples, Campania, Italy",within an hour,100%,91%,f,0.0,"['email', 'phone']",t,t,1,1,0,0,1,1.0,3.0,1125.0,1.0,1125,1125.0,1125.0,t,17,47,77,94,11,5,0,2020-02-16,2021-09-20,4.82,5.0,5.0,5.0,5.0,4.82,4.91,0.49,Naples,0
102555,10334,147470199,2017-08-24,"Rome, Lazio, Italy",within an hour,86%,75%,t,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,30.0,2.0,30,30.0,30.0,t,16,24,54,54,131,14,0,2017-09-03,2021-09-27,4.86,4.92,4.73,4.96,4.97,4.76,4.82,2.52,Rome,0
83010,864,41921666,2015-08-19,"Malè, Trentino-Alto Adige, Italy",within a day,80%,86%,f,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,2,0,0,2,2.0,2.0,1124.0,2.0,1124,1124.0,1124.0,t,25,50,80,82,21,6,1,2017-02-25,2021-12-29,4.71,4.76,4.81,4.81,4.9,4.71,4.67,0.36,Trentino,0
49772,29476,125016390,2017-04-09,IT,within an hour,100%,100%,f,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,1,1,0,2,2.0,2.0,1125.0,2.0,28,1125.0,1125.0,t,0,0,1,3,1,0,0,2020-10-05,2020-10-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,Sicily,0
13794,603,9260455,2013-10-06,"Milan, Lombardy, Italy",within an hour,80%,100%,t,3.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,3,1,2,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,0,430,15,0,2013-10-14,2021-10-08,4.52,4.68,4.45,4.79,4.84,4.34,4.56,4.32,Milan,0
36707,12387,101072115,2016-10-24,"Syracuse, Sicily, Italy",within an hour,100%,100%,f,4.0,"['email', 'phone']",t,f,2,2,0,0,2,2.0,2.0,1125.0,2.0,30,1125.0,1125.0,t,0,0,0,268,14,0,0,2017-05-14,2020-10-16,4.77,4.92,4.77,4.62,4.92,4.77,4.77,0.25,Sicily,0
77449,23670,348697219,2020-06-04,"Milan, Lombardy, Italy",within an hour,100%,100%,f,0.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,3,3.0,3.0,30.0,3.0,30,30.0,30.0,t,0,0,0,0,4,3,0,2020-08-10,2021-09-17,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0.24,Puglia,0
79777,27957,173917,2010-07-19,"Brindisi, Apulia, Italy",within a day,100%,100%,f,0.0,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']",t,t,1,1,0,0,7,7.0,7.0,1125.0,7.0,1125,1125.0,1125.0,t,29,59,89,89,3,3,0,2021-06-19,2021-08-28,5.0,4.67,5.0,5.0,4.67,4.67,4.67,0.46,Puglia,0
62163,3108,32503132,2015-05-03,"Gagliano del Capo, Puglia, Italy",within an hour,100%,100%,t,3.0,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,3,3,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,2,2,2,2,63,16,0,2015-06-27,2021-10-16,4.87,4.87,4.92,4.97,4.94,4.71,4.77,0.79,Puglia,0
7275,2620,64282460,2016-03-24,"Florence, Tuscany, Italy",within an hour,100%,99%,t,5.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,5,5,0,0,4,4.0,4.0,1125.0,4.0,100,1125.0,1125.0,t,0,0,0,0,159,8,0,2016-05-28,2021-10-18,4.72,4.89,4.84,4.93,4.91,4.88,4.74,2.35,Toscana,0
62009,2930,33216478,2015-05-12,"Patù, Apulia, Italy",within a day,100%,91%,f,3.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id']",t,t,3,3,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,30,60,90,365,4,3,0,2020-07-12,2021-09-03,5.0,4.75,5.0,5.0,5.0,5.0,4.75,0.22,Puglia,0
42381,19374,177541727,2018-03-09,"Sicily, Italy",within an hour,100%,0%,f,1.0,"['email', 'phone', 'work_email']",t,f,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,29,59,89,179,4,0,0,2018-04-06,2019-08-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09,Sicily,0
118124,6574,245708357,2019-02-27,Italy,within an hour,100%,86%,f,0.0,"['phone', 'jumio', 'offline_government_id', 'government_id', 'identity_manual']",t,t,1,1,0,0,2,2.0,2.0,95.0,2.0,95,95.0,95.0,t,18,48,78,353,3,3,1,2021-10-17,2021-12-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.5,Naples,0
87218,289,2486103,2012-05-28,"Venice, Veneto, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,30.0,2.0,30,30.0,30.0,t,0,0,0,125,55,0,0,2013-05-12,2020-02-23,4.81,4.85,4.9,4.96,4.9,4.92,4.72,0.52,Venice,0
84192,2244,5782115,2013-04-05,"Metropolitan City of Milan, Lombardy, Italy",within an hour,100%,99%,f,107.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,5,5,0,0,3,3.0,6.0,1125.0,3.7,1125,1125.0,1125.0,t,22,52,82,83,8,1,0,2017-12-27,2021-11-02,3.86,4.29,3.71,2.86,4.0,4.57,4.0,0.16,Trentino,0
4956,149,1702993,2012-02-05,"Florence, Toscana, Italy",within an hour,100%,100%,t,6.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,5,5,0,0,3,3.0,3.0,360.0,3.0,360,360.0,360.0,t,16,19,23,126,103,12,1,2012-05-02,2021-11-21,4.95,4.93,4.9,4.92,4.91,5.0,4.94,0.88,Toscana,0
55379,38427,366264034,2020-09-06,IT,within an hour,100%,100%,t,0.0,"['email', 'phone']",t,t,4,4,0,0,5,5.0,5.0,1125.0,5.0,1125,1125.0,1125.0,t,3,3,3,3,3,2,0,2020-11-27,2021-07-18,4.67,4.67,4.33,5.0,5.0,5.0,5.0,0.23,Sicily,0
97478,4591,39613387,2015-07-26,"Rome, Lazio, Italy",within a few hours,100%,100%,t,1.0,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,6,6.0,6.0,31.0,6.0,31,31.0,31.0,t,0,0,0,30,285,0,0,2015-09-02,2020-03-12,4.94,4.97,4.98,4.98,4.98,4.8,4.94,3.73,Rome,0
116143,3692,157266745,2017-11-03,"Napoli, Campania, Italy",within an hour,67%,100%,t,7.0,"['email', 'phone', 'google', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,7,0,0,0,1,1.0,3.0,99.0,1.0,1124,99.0,99.0,t,17,42,54,54,18,3,0,2019-02-23,2021-08-06,4.78,4.89,4.94,4.83,4.94,4.78,4.78,0.53,Naples,0
96857,3875,29507259,2015-03-17,"Rome, Lazio, Italy",within an hour,100%,99%,t,16.0,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,t,8,8,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,0,0,0,252,100,0,0,2015-06-17,2020-02-24,4.89,4.95,4.88,4.81,4.93,4.94,4.89,1.27,Rome,0
36680,12352,100623421,2016-10-21,"Catania, Sicily, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,15,18,18,18,25,3,0,2017-01-05,2021-08-21,4.88,4.76,4.84,4.83,4.67,4.63,4.67,0.41,Sicily,0
96140,3064,23933085,2014-11-19,"Rome, Lazio, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,0,1,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,f,0,0,0,0,32,0,0,2015-04-07,2018-09-22,4.25,4.38,4.56,4.56,4.5,4.34,4.25,0.39,Rome,0
36100,11655,90685445,2016-08-18,"Cefalù, Sicily, Italy",within an hour,100%,100%,f,2.0,"['email', 'phone', 'reviews']",t,f,2,2,0,0,4,2.0,4.0,29.0,3.9,29,1125.0,1085.1,t,0,1,1,92,11,0,0,2016-09-25,2019-09-22,5.0,4.82,5.0,4.9,4.91,4.6,4.9,0.17,Sicily,0
38086,14057,123743397,2017-04-01,"Syracuse, Sicily, Italy",within an hour,100%,0%,f,3.0,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,t,3,3,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,0,0,0,0,14,0,0,2017-04-14,2020-09-15,4.86,5.0,5.0,5.0,5.0,5.0,4.77,0.24,Sicily,0
10768,6500,36289160,2015-06-20,"Lititz, Pennsylvania, United States",within an hour,100%,100%,t,3.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,3,3,0,0,2,2.0,2.0,7.0,2.0,7,7.0,7.0,t,27,56,86,361,24,0,0,2019-04-23,2020-02-25,4.92,4.92,4.96,4.83,4.92,5.0,4.88,0.74,Toscana,0
47174,25737,175509593,2018-02-26,"Palermo, Sicily, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'work_email']",t,f,1,1,0,0,3,3.0,3.0,1125.0,3.0,30,1125.0,1125.0,t,0,0,0,27,13,3,0,2019-07-01,2021-08-21,4.46,4.85,4.77,4.92,4.69,4.62,4.31,0.43,Sicily,0
67279,9364,1555677,2017-04-29,CH,within an hour,100%,0%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,5,5.0,5.0,1125.0,5.0,1125,1125.0,1125.0,t,23,53,83,358,1,0,0,2017-08-18,2017-08-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,Puglia,0
76525,21932,318982718,2019-12-19,IT,within an hour,100%,100%,f,0.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,29,59,89,364,60,24,0,2020-02-27,2021-11-01,4.75,4.87,4.8,4.8,4.85,4.68,4.75,2.67,Puglia,0
98561,5831,51661321,2015-12-18,"Rome, Lazio, Italy",within an hour,100%,100%,t,4.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,3,0,2,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,6,36,58,58,79,1,1,2016-01-02,2021-11-25,4.71,4.74,4.9,4.85,4.92,4.72,4.76,1.09,Rome,0
12257,8554,363598232,2020-08-21,IT,within an hour,97%,100%,t,0.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,4,1,3,0,1,1.0,2.0,28.0,1.0,28,1125.0,1110.1,t,0,0,0,1,3,2,0,2020-10-24,2021-08-08,5.0,4.67,4.67,5.0,5.0,5.0,5.0,0.21,Toscana,0
71772,15041,206564312,2018-08-01,"Monopoli, Apulia, Italy",within a day,50%,50%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,3,3.0,3.0,21.0,3.0,21,21.0,21.0,t,0,0,0,183,15,0,0,2018-08-07,2019-10-18,4.8,4.73,4.8,4.73,4.73,5.0,4.73,0.36,Puglia,0
23770,12918,337706898,2020-02-20,IT,within an hour,100%,100%,f,3.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,3,1,2,0,1,1.0,1.0,1125.0,1.0,4,1125.0,1125.0,t,14,44,74,164,2,0,0,2020-02-23,2020-09-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09,Milan,0
76269,21489,304030158,2019-10-23,IT,within an hour,100%,100%,f,0.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,1,1,0,0,2,2.0,2.0,29.0,2.0,29,29.0,29.0,t,25,55,85,353,9,3,0,2019-11-03,2021-09-06,4.89,4.78,4.89,4.56,4.67,4.89,4.89,0.34,Puglia,0
103558,11500,142374062,2017-07-25,"Rome, Lazio, Italy",within an hour,100%,98%,t,2.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,f,3,3,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,11,35,62,241,92,12,1,2018-03-13,2021-11-25,4.86,4.91,4.82,4.98,4.95,4.96,4.89,2.02,Rome,0
114719,1979,156741460,2017-10-30,"Naples, Campania, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,0,67,5,0,2018-04-03,2021-08-05,4.87,4.98,4.98,4.93,5.0,4.91,4.95,1.49,Naples,0
82740,571,37220149,2015-07-01,"Nago-torbole, Trentino-Alto Adige, Italy",within an hour,100%,100%,t,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,3,3.0,3.0,1125.0,3.0,30,1125.0,1125.0,t,27,57,87,362,69,4,0,2015-07-29,2021-09-05,4.9,4.9,4.82,4.97,4.97,4.75,4.87,0.88,Trentino,0
66572,8495,120127897,2017-03-10,"Cerignola, Apulia, Italy",within a few hours,100%,33%,f,3.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,3,0,3,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,27,57,87,362,2,1,0,2020-08-16,2021-08-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.12,Puglia,0
38493,14544,127639730,2017-04-26,"Palermo, Sicily, Italy",within an hour,100%,0%,f,1.0,"['email', 'phone', 'reviews']",t,f,1,1,0,0,2,2.0,2.0,27.0,2.0,27,27.0,27.0,t,27,57,87,177,3,0,0,2017-05-20,2018-04-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,Sicily,0
46252,24347,215028446,2018-09-12,"Syracuse, Sicily, Italy",within an hour,100%,100%,t,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,23,53,83,354,61,16,3,2018-09-19,2021-12-21,4.54,4.75,4.66,4.82,4.8,4.75,4.61,1.53,Sicily,0
84966,3126,230965877,2018-12-16,IT,within a day,50%,67%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,6,6.0,6.0,1125.0,6.0,1125,1125.0,1125.0,t,21,51,81,341,9,2,0,2019-01-04,2021-08-14,4.78,4.78,4.67,4.89,5.0,4.78,4.89,0.25,Trentino,0
78041,24536,356303126,2020-07-14,"Taviano, Apulia, Italy",within an hour,100%,50%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,1,1.0,1.0,1125.0,1.0,1125,1125.0,1125.0,t,30,60,90,365,2,1,0,2020-08-24,2021-08-27,3.0,3.0,2.5,4.5,5.0,3.0,2.5,0.12,Puglia,0
74415,18874,264557735,2019-05-27,"Carovigno, Apulia, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone']",t,f,1,1,0,0,5,5.0,5.0,1125.0,5.0,1125,1125.0,1125.0,t,27,57,87,87,3,2,0,2019-08-13,2021-08-28,4.33,4.33,5.0,5.0,5.0,4.33,4.33,0.1,Puglia,0
66041,7813,110158961,2017-01-06,"Rome, Lazio, Italy",within an hour,100%,83%,f,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,1,1,0,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,26,56,86,347,12,1,0,2019-07-20,2021-08-16,4.92,5.0,4.83,4.92,4.92,4.92,4.92,0.4,Puglia,0
38941,15084,39205879,2015-07-22,"Palermo, Sicilia, Italy",within an hour,100%,0%,f,3.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,3,1,2,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,0,0,0,89,5,0,0,2017-10-01,2020-09-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1,Sicily,0
115005,2319,14960804,2014-05-01,"Naples, Campania, Italy",within an hour,100%,100%,t,1.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id']",t,t,1,0,1,0,2,2.0,2.0,1125.0,2.0,29,1125.0,1125.0,t,23,41,41,41,30,7,0,2018-07-01,2021-11-14,5.0,5.0,4.86,5.0,5.0,4.86,5.0,0.71,Naples,0
66023,7793,109567103,2017-01-03,"Casamassella, Apulia, Italy",within an hour,100%,55%,f,2.0,"['email', 'phone', 'reviews']",t,f,2,2,0,0,1,1.0,1.0,29.0,1.0,29,29.0,29.0,t,23,53,83,173,41,2,1,2017-04-28,2021-12-06,4.63,4.85,4.66,4.85,4.88,4.44,4.63,0.72,Puglia,0
87208,279,63949349,2016-03-21,"Venice, Veneto, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'work_email']",t,f,1,1,0,0,2,2.0,2.0,300.0,2.0,300,300.0,300.0,t,27,50,80,355,278,24,1,2013-07-25,2021-12-29,4.46,4.59,4.67,4.77,4.69,4.78,4.41,2.7,Venice,0
73100,16995,50054877,2015-11-28,"Monopoli, Puglia, Italy",within an hour,100%,100%,f,3.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,3,1,2,0,1,1.0,2.0,1125.0,1.0,1125,1125.0,1125.0,t,20,47,48,48,14,5,0,2019-06-12,2021-10-26,4.64,4.86,4.86,4.86,4.86,5.0,4.64,0.45,Puglia,0
67351,9449,1270819,2011-10-10,"Parma, Emilia-Romagna, Italy",within a few hours,100%,0%,f,2.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,2,1,1,0,2,2.0,2.0,1125.0,2.0,1125,1125.0,1125.0,t,27,57,87,265,1,0,0,2017-08-19,2017-08-19,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.02,Puglia,0
110562,20503,122058348,2017-03-22,"Rome, Lazio, Italy",within an hour,100%,100%,t,0.0,['phone'],t,f,1,1,0,0,1,1.0,1.0,1125.0,1.0,28,1125.0,1125.0,t,0,0,0,127,13,7,0,2020-08-23,2021-05-23,5.0,5.0,5.0,5.0,5.0,4.85,5.0,0.82,Rome,0
25273,15200,248909316,2019-03-14,"Milan, Lombardy, Italy",within a day,82%,100%,f,27.0,"['email', 'phone']",t,t,18,18,0,0,90,90.0,90.0,1125.0,90.0,1125,1125.0,1125.0,t,9,9,9,267,2,2,0,2021-09-19,2021-09-22,4.5,4.5,5.0,4.0,4.5,5.0,5.0,0.68,Milan,0
115701,3112,75929785,2016-06-05,"Naples, Campania, Italy",within an hour,100%,76%,f,13.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t,6,3,3,0,2,2.0,2.0,1125.0,2.0,15,1125.0,1125.0,t,20,50,80,351,13,6,0,2019-04-25,2021-10-27,4.69,4.46,4.85,4.69,4.77,4.62,4.54,0.4,Naples,0
47019,25494,20501384,2014-08-25,"Pozzallo, Sicily, Italy",within an hour,100%,100%,f,3.0,"['email', 'phone', 'reviews', 'jumio']",t,t,2,2,0,0,3,3.0,3.0,28.0,3.0,28,28.0,28.0,t,0,0,0,0,1,1,0,2021-08-21,2021-08-21,4.0,3.0,4.0,5.0,5.0,5.0,4.0,0.23,Sicily,0
62395,3401,4351091,2012-12-07,"Roma, Lazio, Italy",a few days or more,0%,0%,f,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,1,0,1,0,1,1.0,1.0,8.0,1.0,8,8.0,8.0,t,23,53,83,83,14,0,0,2017-08-11,2019-08-29,4.79,4.93,5.0,4.79,4.93,4.71,4.71,0.26,Puglia,0
22691,11426,52109456,2015-12-23,"Milan, Lombardy, Italy",within an hour,100%,91%,f,0.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,3,3.0,3.0,1125.0,3.0,1125,1125.0,1125.0,t,0,0,0,0,11,7,0,2019-09-18,2021-09-19,4.82,4.73,4.73,4.91,5.0,4.91,4.73,0.4,Milan,0
91864,5236,35266342,2015-06-08,"Grünwald, Bavaria, Germany",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,1,1,0,0,3,3.0,3.0,30.0,3.0,30,30.0,30.0,t,0,0,0,0,3,0,0,2019-09-15,2019-09-29,4.67,5.0,5.0,5.0,4.67,5.0,4.67,0.11,Venice,0
93052,6846,401003488,2021-05-11,IT,within an hour,100%,100%,f,250.0,"['email', 'phone']",t,t,11,11,0,0,1,2.0,2.0,2.0,2.0,1125,1125.0,39.8,t,28,58,85,338,5,5,0,2021-08-17,2021-11-07,4.8,4.8,4.8,4.8,5.0,5.0,4.8,1.05,Venice,0
96153,3077,24065612,2014-11-23,"Rome, Lazio, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,1,1,0,0,20,20.0,20.0,1125.0,20.0,1125,1125.0,1125.0,t,13,28,41,301,23,0,0,2015-04-22,2017-01-02,4.74,4.91,4.74,4.78,4.78,4.74,4.7,0.28,Rome,0
44696,22345,195971088,2018-06-16,IT,within an hour,100%,100%,f,3.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,3,0,3,0,1,1.0,1.0,29.0,1.0,29,29.0,29.0,t,30,60,90,365,11,0,0,2018-08-07,2020-08-21,4.82,4.91,5.0,5.0,5.0,4.55,4.82,0.27,Sicily,0
56507,40917,279223299,2019-07-25,"Sicily, Italy",within an hour,100%,94%,t,0.0,"['email', 'phone', 'work_email']",t,f,2,2,0,0,3,3.0,3.0,1125.0,3.0,30,1125.0,1125.0,t,0,0,28,267,5,5,0,2021-08-05,2021-09-17,4.8,4.2,4.8,4.4,4.6,4.8,4.4,1.02,Sicily,0
46649,24921,109957923,2017-01-05,"Zürich, Zurich, Switzerland",within an hour,100%,99%,f,377.0,"['email', 'phone', 'reviews', 'selfie', 'identity_manual']",t,t,14,14,0,0,1,1.0,7.0,7.0,6.5,28,28.0,26.9,t,30,60,90,349,6,0,0,2019-04-11,2020-09-19,5.0,5.0,4.8,5.0,4.6,4.6,5.0,0.18,Sicily,0
42343,19329,177276550,2018-03-08,IT,within an hour,100%,100%,f,4.0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,4,4,0,0,4,4.0,4.0,28.0,4.0,28,28.0,28.0,t,0,0,0,213,2,0,0,2018-10-05,2019-05-29,5.0,4.5,5.0,5.0,5.0,4.5,4.5,0.05,Sicily,0
99940,7371,16529301,2014-06-08,"Rome, Lazio, Italy",within an hour,100%,100%,f,1.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,1,1,0,0,200,200.0,200.0,1125.0,200.0,1125,1125.0,1125.0,t,18,48,78,353,4,0,0,2016-07-06,2018-01-01,4.67,5.0,4.67,5.0,5.0,5.0,4.67,0.06,Rome,0
